"","LessonId","Submitter1","Title","Abstract","Lesson","Organization","LessonDate","MissionDirectorate","SafetyIssue","Categories","DocNum","Topic","Category","url"
"910",1219,"Huls, Dale ","Integrated Configuration Control/Troubleshooting",""," When faced with an anomaly that cannot be explained from previous failure history, troubleshooters must be trained to ""think outside the box"" using integrated multi-disciplinary teams to investigate possible failure modes ","JSC",2000-03-08,"Aeronautics Research, Exploration Systems, Space Operations, ",FALSE,"",952,15,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1219"
"911",745,"Gregg, Larry ","Potential for Low Oxygen Levels in Non-Enclosed Areas",""," Under certain environmental conditions, oxygen deprivation hazards are possible during cryogenic operations in non-enclosed areas. ","JSC",2000-03-07,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",953,2,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/745"
"912",744,"Gregg, Larry ","Evaluation of Actual Operating Conditions in Hardware Designs Prior To Hazardous Testing/Operations",""," Failure to consider actual operating conditions in design prior to testing can lead to hazards and injury of those involved in the test ","JSC",2000-03-06,"Aeronautics Research, Exploration Systems, Space Operations, ",FALSE,"",954,4,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/744"
"913",877,"Gregg, Larry ","Testing of Environmental Conditions to Be Experienced During Operations",""," Testing of operational hardware must simulate actual hardware environmental operating conditions as closely as possible. ","JSC",2000-03-06,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",955,28,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/877"
"914",871,"Gregg, Larry ","Safety Precautions in Operational Procedures",""," All credible unsafe conditions that may be encountered during the accomplishment of normal operating procedures must be anticipated, and alternate methods of action identified and included as appropriate. ","JSC",2000-03-06,"Aeronautics Research, Exploration Systems, Space Operations, ",FALSE,"",956,21,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/871"
"915",876,"Gregg, Larry ","Recognition and Communication of Hazards During Operational Testing",""," Low hazard awareness by test team members, test subjects, and those performing hazard analyses can result in injury, especially where equipment is perceived to be ""safe"". ","JSC",2000-03-06,"Aeronautics Research, Exploration Systems, Space Operations, ",FALSE,"",957,17,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/876"
"916",872,"Gregg, Larry ","Use of Monitoring Processes for Cryogenic Transfer",""," A hazardous atmosphere can result in some environmental conditions when using overflow indications to monitor and control transfer operations of cryogenic fluids. ","JSC",2000-03-06,"Aeronautics Research, Exploration Systems, Space Operations, ",FALSE,"",958,3,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/872"
"917",743,"Gregg, Larry ","Rigor in Integrated Design, Development, Documentation, and Configuration Control",""," The rigor with which a design is developed and documented and the configuration is controlled, including the portion of the design that is test-unique, must be commensurate with the financial and programmatic value of the test article and test objectives. ","JSC",2000-02-29,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",959,16,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/743"
"918",875,"Gregg, Larry ","Implementation of Sensors and Warning Devices to Detect Out-of-Tolerance Conditions",""," Malfunctions (including warnings and alarms) on critical equipment and its supporting interfaces require an appropriate and timely response by trained personnel capable of taking immediate action or countermeasures according to preplanned procedures. ","JSC",2000-02-29,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",960,14,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/875"
"919",873,"Gregg, Larry ","Use of Detailed Procedures on Critical Equipment",""," All work on critical equipment and its supporting interfaces (e.g., power, cooling) should follow clearly written, detailed procedures that are understood by all personnel who operate or work with that equipment. ","JSC",2000-02-29,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",961,20,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/873"
"920",874,"Gregg, Larry ","Quality Inspection of Maintenance Work Performed on Critical Equipment",""," All operations and maintenance on critical equipment and its supporting interfaces (e.g., power, cooling) should be subject to a quality inspection by an inspector who understands the work done and who verifies the work is done correctly. ","JSC",2000-02-29,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",962,2,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/874"
"921",742,"Gregg, Larry ","Verification of Nominal Conditions After Restoration of Power",""," Personnel operating critical equipment should not assume that the support environment is intact after an outage. They should operate instead under the assumption that something might go wrong. ","JSC",2000-02-29,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",963,14,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/742"
"922",747,"Morris, Joe ","Facilities, Costing Of Contracts","","
        Changes to a project can be very costly and project contingency can be used early on to rectify items that should have been costed as part of the contract.  
    </ul>
      
      ","GRC",2000-02-28,"",FALSE,"",964,18,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/747"
"923",740,"Oberhettinger, David ","Deficiencies in Mission Critical Software Development for Mars Climate Orbiter (1999)"," The root cause of the MCO mission loss was an error in the &ldquo;Sm_forces&rdquo; program output files, which were delivered to the navigation team in English units (pounds-force seconds) instead of the specified metric units (Newton-seconds). Comply with preferred software review practices, identify software that is mission critical (for which staff must participate in major design reviews, walkthroughs and review of acceptance test results), train personnel in software walkthroughs, and verify consistent engineering units on all parameters. ","  
        Non-compliance with preferred software review practices may lead to mission loss.  

        To identify mission critical software, require concurrent engineering and thorough review by a team of systems engineers, developers, and end users. See Lesson No. <A HREF=""https://nen.nasa.gov/llis/0641.html""  >0641</A>, Recommendation #12  

        For all mission critical software (or software interfaces between two systems or two major organizations), systems engineers, developers, and end users should participate in 1) major design reviews, 2) walkthroughs of requirements, design, and acceptance plans, and 3) examination of acceptance test results. See Lesson No. <A HREF=""https://nen.nasa.gov/llis/0641.html""  >0641</A>, Recommendation #2, 8, 11  

        Train personnel in the proper conduct of software walkthroughs, including disseminating minutes to appropriate management, tracking action items, and reporting liens. See Lesson No. <A HREF=""https://nen.nasa.gov/llis/0641.html""  >0641</A>, Recommendation #5  

        For mission critical software, specify and require verification of consistent engineering units on all parameters. See Lesson No. <A HREF=""https://nen.nasa.gov/llis/0641.html""  >0641</A>, Recommendation #1  
      ","JPL",2000-02-24,"Aeronautics Research, Science, Exploration Systems, ",FALSE,"",965,6,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/740"
"924",741,"Murphy, Maria ","Hazards of Metal Desks",""," The employee was a safety-conscious professional furniture mover and was wearing heavy leather gloves. Unfortunately, this was not enough protection from the unexpected sharp edge of the leg cover. When performing any task that involves furniture moving, be on the lookout for potential pinch point hazards and wear personal protective equipment. 

     A coworker took the employee to a local hospital for emergency treatment, although no one called the emergency numbers before leaving. It is important to ensure that employees are familiar with their facility emergency procedures and numbers. ","JSC",2000-02-23,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",966,18,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/741"
"925",935,"Zimmerman, Frank ","High Velocity OxyFuel (HVOF) Thermal Spray System Incident","","  
        The potential exists for kerosene and oxygen to mix outside the combustion chamber of a TAFA model JP5000 HVOF gun.  

        If a mixture of kerosene and oxygen is ignited outside the combustion chamber of the HVOF gun, it will damage the oxygen-regulating circuit of the controller.  

        TAFA, the manufacturer of the JP5000 HVOF system does not notify customers of updated in safe operating procedures.  
      ","MSFC",2000-02-22,"Aeronautics Research, Exploration Systems, ",FALSE,"",967,10,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/935"
"926",858,"Leiffer, James ","F-18 Drop Model Battery Box Problem",""," That all components located in the battery compartment be inspected prior to sealing the box to ensure no loose clips or any other material is present. ","LaRC",2000-02-11,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",968,3,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/858"
"927",857,"Briceno, Anthony ","SOFIA B747 Aircraft Towing Incident",""," Supervisor must assure adequate resources in terms of equipment and safety briefing are performed prior to initiating aircraft tow activities. ","ARC",2000-02-07,"Aeronautics Research, Exploration Systems, ",FALSE,"",969,4,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/857"
"928",856,"Briceno, Anthony ","SOFIA B747 Aircraft Upper Rudder Incident",""," Perform adequate planing prior to performing the task.Verify that adequate resources are available. ","ARC",2000-02-04,"Aeronautics Research, Exploration Systems, ",FALSE,"",970,1,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/856"
"929",1138,"Lengyel, David ","Space Shuttle Program/Facilities, Test Equipment, and Ground Support Equipment (GSE)/Supportability",""," There is no systematic plan to counter obsolescence and assure the availability of adequate facilities, GSE, and specialized test-and-checkout equipment throughout the expected lifetime of the Space Shuttle. ","HQ",2000-02-01,"Exploration Systems, Space Operations, ",FALSE,"",971,10,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1138"
"930",1139,"Lengyel, David ","Space Shuttle Program/Workforce/Workload Sustainment",""," Space Shuttle processing workload is sufficiently high that it is unrealistic to depend on the current staff to support higher flight rates and simultaneously develop productivity improvements to compensate for reduced head counts. NASA and Shuttle Processing Contract (SPC) cannot depend solely on improved productivity to meet increasing launch demands. ","HQ",2000-02-01,"Exploration Systems, Space Operations, ",FALSE,"",972,5,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1139"
"931",1137,"Lengyel, David ","Space Shuttle Program/Work Documentation/Unincorporated Changes",""," Although progress has been made to improve the quality, accuracy, and traceability of the work instructions (""paperwork"" used in the processing of Space Shuttle Orbiters) much remains to be done to provide correct and unambiguous procedures. There are still too many unincorporated changes. ","HQ",2000-02-01,"Exploration Systems, Space Operations, ",FALSE,"",973,5,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1137"
"932",1135,"Lengyel, David ","Workforce/Downsizing/Management Experience",""," The combination of downsizing losses, hiring restrictions, and transition of responsibilities from NASA to contractors, such as USA, continues to limit the opportunities for junior and mid-level NASA managers to gain the operational knowledge and experience required for continued leadership in senior management positions. ","HQ",2000-02-01,"Exploration Systems, Space Operations, ",FALSE,"",974,3,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1135"
"933",1159,"Lengyel, David ","Aerospace Technology/SOFIA Program/747 Avionics Requirements",""," As currently configured, the SOFIA aircraft does not contain avionics consistent with best practices for international operations. ","HQ",2000-02-01,"Aeronautics Research, Exploration Systems, ",FALSE,"",975,1,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1159"
"934",1157,"Lengyel, David ","Aerospace Technology/Management Oversight/Flight Operations",""," The chain of safety responsibility for the operation of the Stratospheric Observatory for Infrared Astronomy (SOFIA) aircraft is complex and unclear. ","HQ",2000-02-01,"Aeronautics Research, Exploration Systems, ",FALSE,"",976,18,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1157"
"935",1155,"Lengyel, David ","Aerospace Technology/Management Oversight/Flight Operations",""," The involvement of Center Directors in aviation flight readiness, flight clearance, and aviation safety review board matters is not uniformly satisfactory. ","HQ",2000-02-01,"Aeronautics Research, Exploration Systems, ",FALSE,"",977,24,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1155"
"936",1151,"Lengyel, David ","Space Shuttle Program/Computer Hardware-Software/Avionics Upgrades",""," NASA has established an Avionics Upgrade Architecture Team (AUAT) charged with studying Space Shuttle avionics systems and recommending upgrades. The AUAT has conducted a thorough study and developed an excellent Block I upgrade plan that addresses the most serious needs, but as yet it is unfunded. ","HQ",2000-02-01,"Aeronautics Research, Exploration Systems, Space Operations, ",FALSE,"",978,8,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1151"
"937",1153,"Lengyel, David ","International Space Station (ISS) Program/Computer Hardware-Software/International Partner Source Code",""," The long-term support of the International Partners with respect to software source code is essential to the safe operation of the ISS and the resolution of any software-related anomalies. ","HQ",2000-02-01,"Aeronautics Research, Exploration Systems, Space Operations, ",FALSE,"",979,8,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1153"
"938",1149,"Lengyel, David ","Agency-Wide/Computer Hardware-Software/Computer Security",""," NASA has initiated an agency-wide program to deal with general computer security. Significant parts of NASA's initial plan depend upon the voluntary compliance of system users including contractors. ","HQ",2000-02-01,"Exploration Systems, Space Operations, ",FALSE,"",980,8,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1149"
"939",1147,"Lengyel, David ","International Space Station (ISS) Program/Extravehicular Activity (EVA)/Research and Development",""," The funding of the EVA R&amp;T program is not adequate to provide the maximum safety benefit in terms of new equipment and procedures that lower the risk of extravehicular activities. ","HQ",2000-02-01,"Exploration Systems, Space Operations, ",FALSE,"",981,7,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1147"
"940",1143,"Lengyel, David ","International Space Station (ISS) Program/Solid Fuel Oxygen Generator (SFOG) Utilization",""," The Russian Solid Fuel Oxygen Generator (SFOG) is baselined as the backup oxygen supply system for the ISS. This device has experienced problems in its application on Mir and thus may be a potential safety hazard when operated on the ISS. ","HQ",2000-02-01,"Exploration Systems, Space Operations, ",FALSE,"",982,3,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1143"
"941",1141,"Lengyel, David ","International Space Station (ISS) Program/CRV/Schedule Delay",""," Acquisition of the ISS Crew Return Vehicle (CRV) has been lagging and appears to be facing further delay. The full-crew CRV is needed for long-term safe operation of the ISS with a crew larger than three astronauts. ","HQ",2000-02-01,"Exploration Systems, Space Operations, ",FALSE,"",983,8,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1141"
"942",1136,"Lengyel, David ","Space Shuttle Program/Process Control/Best Practices",""," The Space Shuttle Program Office has instituted a set of Process Control Focus Groups whose goal is to implement ""best practice"" commonality in change control procedures across all supplier tiers. ","HQ",2000-02-01,"Exploration Systems, Space Operations, ",FALSE,"",984,5,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1136"
"943",1158,"Lengyel, David ","Aerospace Technology/Management Oversight/Flight Operations",""," In planning for SOFIA operations, aviation safety and flight personnel have had minimal involvement. ","HQ",2000-02-01,"Aeronautics Research, Exploration Systems, ",FALSE,"",985,17,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1158"
"944",1154,"Lengyel, David ","Aerospace Technology/Cancellation of Research and Development (R&D) Programs/Impact to Aviation Safety",""," Programs such as the non-defunct High Speed Research and Advanced Subsonic Technology often yield aircraft safety improvements. Elimination of these programs may well be inimical to advances in aviation safety. ","HQ",2000-02-01,"Aeronautics Research, Exploration Systems, ",FALSE,"",986,6,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1154"
"945",1152,"Lengyel, David ","Space Shuttle Program/Computer Hardware-Software/Avionics Upgrades",""," Part of the AUAT's initial approach is to install three mission computers to augment the existing General Purpose Computers (GPCs). The specific functions to be off-loaded from the GPCs to the mission computers have yet to be determined. Eventually, the AUAT plans to consider moving some ""Crit 1"" functions to the mission computers. ","HQ",2000-02-01,"Aeronautics Research, Exploration Systems, Space Operations, ",FALSE,"",987,8,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1152"
"946",1150,"Lengyel, David ","Agency-Wide/Computer Hardware-Software/Computer Security",""," Further analysis of NASA's planned agency-wide computer security system is needed to understand its vulnerabilities and the programs and activities to which the system should be applicable. ","HQ",2000-02-01,"Aeronautics Research, Exploration Systems, ",FALSE,"",988,8,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1150"
"947",1144,"Lengyel, David ","International Space Station (ISS) Program/Extravehicular Activity (EVA)/Supportability",""," The EVA Project Office has several planned initiatives to ensure the availability of adequate EVA resources to support the ISS and Space Shuttle. These initiatives cover acquisition of material, development of procedures, and improved training. ","HQ",2000-02-01,"Exploration Systems, Space Operations, ",FALSE,"",990,8,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1144"
"948",1142,"Lengyel, David ","International Space Station (ISS) Program/Crew Health/Radiation",""," The NASA personnel who are involved in finding solutions for the problems of radiation in space have developed an excellent long-range plan to define approaches for crew protection. ","HQ",2000-02-01,"Exploration Systems, Space Operations, ",FALSE,"",991,7,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1142"
"949",1140,"Lengyel, David ","Space Shuttle Program/Workforce/Qualification",""," Due to attrition of experienced personnel, NASA and its contractors are assigning more newly trained personnel to Space Shuttle operations tasks. This has led to concerns in the workforce regarding the qualifications of some newly-assigned personnel. ","HQ",2000-02-01,"Exploration Systems, Space Operations, ",FALSE,"",992,5,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1140"
"950",642,"Narvaez, P ","""Non-Magnetic"" Materials May Become Magnetized"," Although stainless steel material is generally assumed to be non-magnetic, it is possible for a stainless steel propellant tank to become residually magnetized, either from &ldquo;working&rdquo; the material into its shape or from an external magnetic field. The associated dipole moment imparted roll torque to a commercial communications satellite, resulting in mission failure. 

     Do not rely solely on the known magnetic properties of constituent material(s), and take steps to control residual magnetization of flight hardware.  
     ","  
        A spacecraft component may possess a significant magnetic moment despite the non-magnetic characteristics of the constituent materials. In this case, the stainless steel tanks were magnetized either during fabrication or by subsequent magnetic exposure.  

      <li style=""list-style: none"">  
        
        

        Magnetic contamination is a mission critical risk on spacecraft with magnetic sensitive instrumentation or subjected to magnetic environments during flight.  
      ","JPL",2000-01-13,"Aeronautics Research, Exploration Systems, ",FALSE,"",993,35,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/642"
"951",746,"Morris, Joe ","Facilities, Mod & Rehab Projects","","
        It becomes a logistics nightmare for a Project Manager to coordinate; locating free space, managing the moving process, telephone and computer drop relocations.  

        The Project Manager can and does lose contact with the Mod/Rehab work.  

        Some Mods &amp; Rehabs have not had the proper cosmetic work and the offices and corridors present a shoddy, unfinished appearance.  
    </ul>
      
      ","GRC",2000-01-01,"",FALSE,"",994,1,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/746"
"952",906,"Crosby, Donald ","AMSU-B EMI/EMC System Level Testing","","  
        The key lesson here is not a new one. Ground testing should be done in the same configuration in which you will fly. The normal on-orbit operating mode for AMSU-B is scanning. However, during much of the spacecraft level EMI/EMC testing on the NOAA-K spacecraft, the AMSU-B instrument was tested in a non-scanning mode due to a ground test, antenna bearing operating time restriction. Even though there were restrictions on the ground operating time of the instrument in the scan mode, more time could have been allocated for EMI/EMC system level testing. It is important to test all flight hardware in as near flight conditions as possible to avoid on-orbit surprises.  

        The second lesson here is to carefully and thoroughly review all of your test data. In reviewing the spacecraft level EMI/EMC data again after the flight anomaly was noted, it was discovered that during the times the instrument was scanning, interference was visible in the data. The instrument was also tested by itself before delivery to the spacecraft and interference should have been detected there also.  

        The third lesson is that in the design of space flight hardware, care must be taken to assure that whenever possible, hardware can be adequately tested on the ground before launch. In the case of AMSU-B, the manufacturer of the instrument was concerned that bearing lubricant would degrade through oxidation while operating at ambient pressure. They therefore imposed a ground test operating time limit on the instrument. Other lubricants and/or designs were available that would have eliminated this constraint.  
      ","GSFC",2000-01-01,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",995,22,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/906"
"953",1381,"Curtis, Leslie ","ProSEDS Risk Review"," Many of the problems experienced by NASA projects are not as unique as they may first seem.  
      
     This lesson contains major findings from a 1999 review of the Mars Climate Observer (MCO) mishap report to gather ""lessons learned"" which might be applied to help the ProSEDS project team assure mission success. All MCO contributing causes &amp; corrective actions were reviewed and a list of ""lessons"" was developed to help assure ProSEDS mission success. "," Many of the problems experienced by NASA projects are not unique. The review of problem and failure reports, and the application of lessons learned must be done to prevent repeating past mistakes.  
      
     The following specific ""lessons"" learned from the MCO mishap were applied to ProSEDS:  
     

      
        Inconsistent use of English versus metric units can have a disastrous impact.  

        Project managers must assure that mission operations &amp; data analysis personnel, often excluded from engineering and design reviews, have an adequate understanding of the system's critical performance characteristics so that operational personnel can make better ""real-time"" decisions during mission ops.  

        Systems engineering must be done to assure adequate transition from development to operations and to assure proper flow of information between engineering/navigation and operations personnel.  

        Unless a formal method of documenting ""concerns"" exists and is available to all disciplines, concerns can continue to ""slip through the cracks.""  

        Assure adequate staffing to support critical operations.  

        For incident, anomaly, and similar reporting systems to be successful, personnel must be aware of such systems exist and should know when and how to use them.  

        End-to-end software verification &amp; validation must be performed to minimize potential software vulnerabilities.  

        It is beneficial for a project to have a single point of contact whose job is to continuously ask the healthy question, ""What could possibly go wrong?""  

        Formal analysis methods such as fault tree analysis, FMEA, etc. should be employed in analyzing potential hazards, concerns, etc.  
      ","MSFC",1999-12-30,"Aeronautics Research, Science, Exploration Systems, Space Operations, ",FALSE,"",996,28,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/1381"
"954",664,"Raynor, Eric ","SOHO Mission Interruption Joint NASA/ESA Investigation Board",""," The Board has concluded that there were no anomalies on-board the SOHO spacecraft but that a number of ground errors led to the major loss of attitude experienced by the spacecraft. 

     The Board finds that the loss of the SOHO spacecraft was a direct result of operational errors, a failure to adequately monitor spacecraft status, and an erroneous decision which disabled part of the on-board autonomous failure detection. Further, following the occurrence of the emergency situation, the Board finds that insufficient time was taken by the operations team to fully assess the spacecraft status prior to initiating recovery operations. The Board discovered that a number of factors contributed to the circumstances that allowed the direct causes to occur. 

      FACTORS DIRECTLY CONTRIBUTING TO THE LOSS</u> 

     The Board has concluded that there were no anomalies on-board the SOHO spacecraft but that a number of ground errors led to the major loss of attitude experienced by the spacecraft. 

     The first two errors were contained in predefined command sequences executed from the Ground System, while the last error was a decision to send a command to the spacecraft in response to unexpected telemetry. The sequence of these errors and their relationship to the triggered-ESRs are graphically depicted in Diagram 1. 

    <center>
      <a href=""https://nen.nasa.gov/llis_lib/images/1009030main_0664-2l.jpg""><IMG  WIDTH=""500""  ALT=""refer to [D] description""  TITLE=""refer to [D] description""  SRC=""/llis_lib/images/1009031main_0664-2s.jpg""  HEIGHT=""321""  BORDER=""0"" /></a><A HREF=""https://nen.nasa.gov/llis_lib/txt/1009517main_0664-2.txt""  >[D]</A>  
      Diagram 1. Failure Event Tree - Top Level  
      <font size=""-1"">(Click image for a larger view)
    </center>
      
      

     This series of events was preceded by a routine calibration of the spacecraft's three roll gyros. As stated earlier, the gyros are not required during most of the mission. They are used for thruster-based activities such as momentum management, ISA, and ESR. 

     Since the gyro calibration in the compressed timeline is immediately followed by the execution of momentum management, the previously employed procedure to despin the gyros at the end of the gyro calibration and to re-enable the on-board software gyro control function was not required. Following gyro calibration, Gyro A was specifically deactivated (despun) in order to conserve its life, while Gyros B and C remained fully active. Due to an omission in the modified predefined command sequence actually used, the onboard software function that activates the gyro needed by ESR was not enabled. This omission resulted in the removal of the functionality of the normal safe mode and ultimately caused the catastrophic sequence of events. 

     Following the momentum management maneuver, Gyro B, which is used for fault detection, was erroneously left in its high gain setting, resulting in an indicated roll rate of 20 times greater than actual. The incorrect gain was due to an error in another predefined command sequence; this error resulted in an on-board fault detection output that triggered an ESR. This ESR, the 5th since launch, occurred at 7:16 PM EDT (23:16 UT), June 24, 1998. 

     During ESR-5, the control Gyro A was not active because of the first error referenced above; however, there is no evidence or belief that any anomalous spacecraft behavior had occurred. As per design, the ESR event resulted in a reconfiguration of the gyros. Gyro A replaced Gyro C as the roll gyro used for the ESR thruster-based control mode, while Gyro B remained configured as the fault detection gyro. The error in Gyro B's gain was discovered and corrected, but the Gyro A despun status was not identified. 

     After transitioning to the ISA mode as part of the normal ESR recovery sequence, the attitude control system began integrating the gyro drift rate bias associated with the still despun Gyro A. After 15 minutes, this resulted in roll thruster firings intended to null the apparent (but non-existent) roll attitude error. In less than one minute, the roll rate was sufficiently high to trigger the Gyro B based fault detection once again, resulting in ESR-6 at 10:35 PM EDT (02:35 UT), June 24, 1998. 

     Although the spacecraft remained Sun-pointing within nominal limits and was therefore in a power-positive and thermally-safe attitude, the state of the spacecraft was precarious at this point in time. It had an anomalous roll rate and was depending on a deactivated gyro for roll control in both ESR and ISA modes. The personnel on the ground were not aware of either of these facts at that time. Gyro C was correctly configured to the ACU since the reconfiguration at ESR-5. Gyro B was active and on-line for fault detection, and it was correctly measuring the anomalous roll rate. A rapid decision was made that Gyro B was faulty because its output disagreed with the rate indicated by Gyro A. This decision led to the commanding off of Gyro B. 

     During ESR-6 recovery, Ground Operations commanded the spacecraft to ISA mode. In ISA, the attitude control system resumed firing roll thrusters in an attempt to null the attitude error associated with the electrical rate bias term of the despun Gyro A. Gyro B and the associated fault detection were now inactive. The increasing roll rate eventually resulted in pitch and yaw Sun-pointing errors that exceeded a prescribed limit of five degrees, resulting in ESR-7 at 12:38 AM EDT (04:38 UT), June 25, 1998. Due to the gyroscopic cross-coupling torques caused by pitch and yaw thruster firings, and the absence of true roll rate indications, the ESR controller was no longer stable, and the spacecraft attitude diverged. The incorrect diagnosis of a Gyro B fault and the subsequent ground response to this diagnosis ultimately resulted in loss of attitude control, subsequent loss of telemetry, and loss of power and thermal control. Loss of telemetry occurred at 12:43:56 AM EDT (04:43:56
    UT), June 25, 1998. It can not be determined whether this loss was a consequence of insufficient power or a loss of communication link caused by spacecraft attitude. 

     At any time during the over five hour emergency situation, the verification of the spinning status of Gyro A would have precluded the mishap. 

     For further information, a more detailed timeline summarizing the sequence of events leading up to the mishap is provided in Appendix C. A detailed fault tree analysis supporting the above scenario and the Board's conclusions has been performed by MMS and is on file. 

      FACTORS INDIRECTLY CONTRIBUTING TO THE FAILURE:</u> 

    <ol type=""A"">
        Ground Procedures (failure to control change; failure to perform risk analysis of a modified procedure set; Failure to comunicate change).  

        Procedure Implementation (failure to properly respect autonomous Safe Mode triggers; Failure to follow the operations script; failure to evaluate primary and ancillary data; failure to question telemetry discrepancies)  

        Management Structure and Process (Failure to recognize risk caused by operations team overload; failure to recognize shortcomings in implementation of ESA/NASA agreements; emphasis on science return at expense of spacecraft safety; Over-reliance of flight operations teams on ESA and MMS representatives; dilution of observatory engineering support)  

        Ground Systems (Failure to resolve a critical deficiency report in a timely manner; failure to validate the planned sequence of events in advance)  
      
      
      ","HQ",1999-12-01,"Science, ",FALSE,"",997,9,NA,"https://nen.nasa.gov/web/11/viewall/-/viewall/664"
